time x -x y z
2.964 -0.00470075 0.00470075 0.00798187 -0.0128613
2.965 -0.00470392 0.00470392 0.00798686 -0.0128698
2.966 -0.00470709 0.00470709 0.00799186 -0.0128784
2.967 -0.00471026 0.00471026 0.00799686 -0.0128869
2.968 -0.00471343 0.00471343 0.00800186 -0.0128955
2.969 -0.00471659 0.00471659 0.00800687 -0.012904
2.97 -0.00471977 0.00471977 0.00801188 -0.0129126
2.971 -0.00472294 0.00472294 0.0080169 -0.0129211
2.972 -0.00472611 0.00472611 0.00802192 -0.0129297
2.973 -0.00472928 0.00472928 0.00802694 -0.0129383
2.974 -0.00473245 0.00473245 0.00803197 -0.0129468
2.975 -0.00473563 0.00473563 0.00803701 -0.0129554
2.976 -0.0047388 0.0047388 0.00804204 -0.012964
2.977 -0.00474198 0.00474198 0.00804709 -0.0129726
2.978 -0.00474515 0.00474515 0.00805213 -0.0129811
2.979 -0.00474833 0.00474833 0.00805719 -0.0129897
2.98 -0.0047515 0.0047515 0.00806224 -0.0129983
2.981 -0.00475468 0.00475468 0.00806731 -0.0130069
2.982 -0.00475786 0.00475786 0.00807237 -0.0130155
2.983 -0.00476104 0.00476104 0.00807744 -0.0130241
2.984 -0.00476422 0.00476422 0.00808252 -0.0130327
2.985 -0.0047674 0.0047674 0.0080876 -0.0130413
2.986 -0.00477058 0.00477058 0.00809269 -0.0130499
2.987 -0.00477376 0.00477376 0.00809778 -0.0130585
2.988 -0.00477694 0.00477694 0.00810288 -0.0130672
2.989 -0.00478012 0.00478012 0.00810798 -0.0130758
2.99 -0.0047833 0.0047833 0.00811308 -0.0130844
2.991 -0.00478648 0.00478648 0.0081182 -0.013093
2.992 -0.00478967 0.00478967 0.00812331 -0.0131017
2.993 -0.00479285 0.00479285 0.00812843 -0.0131103
2.994 -0.00479604 0.00479604 0.00813356 -0.0131189
2.995 -0.00479922 0.00479922 0.00813869 -0.0131276
2.996 -0.00480241 0.00480241 0.00814383 -0.0131362
2.997 -0.0048056 0.0048056 0.00814897 -0.0131449
2.998 -0.00480878 0.00480878 0.00815412 -0.0131536
2.999 -0.00481197 0.00481197 0.00815928 -0.0131622
3 -0.00481516 0.00481516 0.00816443 -0.0131709
3.001 -0.00481835 0.00481835 0.0081696 -0.0131796
3.002 -0.00482154 0.00482154 0.00817477 -0.0131882
3.003 -0.00482473 0.00482473 0.00817994 -0.0131969
3.004 -0.00482792 0.00482792 0.00818513 -0.0132056
3.005 -0.00483111 0.00483111 0.00819031 -0.0132143
3.006 -0.0048343 0.0048343 0.00819551 -0.013223
3.007 -0.00483749 0.00483749 0.0082007 -0.0132317
3.008 -0.00484069 0.00484069 0.00820591 -0.0132404
3.009 -0.00484388 0.00484388 0.00821112 -0.0132491
3.01 -0.00484707 0.00484707 0.00821633 -0.0132578
3.011 -0.00485027 0.00485027 0.00822155 -0.0132665
3.012 -0.00485346 0.00485346 0.00822678 -0.0132752
3.013 -0.00485666 0.00485666 0.00823201 -0.0132839
3.014 -0.00485985 0.00485985 0.00823725 -0.0132926
3.015 -0.00486305 0.00486305 0.0082425 -0.0133014
3.016 -0.00486625 0.00486625 0.00824775 -0.0133101
3.017 -0.00486945 0.00486945 0.008253 -0.0133188
3.018 -0.00487265 0.00487265 0.00825827 -0.0133276
3.019 -0.00487584 0.00487584 0.00826354 -0.0133363
3.02 -0.00487904 0.00487904 0.00826881 -0.0133451
3.021 -0.00488224 0.00488224 0.00827409 -0.0133538
3.022 -0.00488544 0.00488544 0.00827938 -0.0133626
3.023 -0.00488865 0.00488865 0.00828467 -0.0133714
3.024 -0.00489185 0.00489185 0.00828997 -0.0133801
3.025 -0.00489505 0.00489505 0.00829528 -0.0133889
3.026 -0.00489825 0.00489825 0.00830059 -0.0133977
3.027 -0.00490146 0.00490146 0.00830591 -0.0134065
3.028 -0.00490466 0.00490466 0.00831124 -0.0134153
3.029 -0.00490786 0.00490786 0.00831657 -0.0134241
3.03 -0.00491107 0.00491107 0.00832191 -0.0134329
3.031 -0.00491427 0.00491427 0.00832725 -0.0134417
3.032 -0.00491748 0.00491748 0.0083326 -0.0134505
3.033 -0.00492069 0.00492069 0.00833796 -0.0134593
3.034 -0.00492389 0.00492389 0.00834332 -0.0134681
3.035 -0.0049271 0.0049271 0.00834869 -0.0134769
3.036 -0.00493031 0.00493031 0.00835407 -0.0134858
3.037 -0.00493352 0.00493352 0.00835946 -0.0134946
3.038 -0.00493673 0.00493673 0.00836485 -0.0135034
3.039 -0.00493994 0.00493994 0.00837024 -0.0135123
3.04 -0.00494315 0.00494315 0.00837565 -0.0135211
3.041 -0.00494636 0.00494636 0.00838106 -0.01353
3.042 -0.00494957 0.00494957 0.00838648 -0.0135388
3.043 -0.00495278 0.00495278 0.0083919 -0.0135477
3.044 -0.00495599 0.00495599 0.00839733 -0.0135566
3.045 -0.00495921 0.00495921 0.00840277 -0.0135655
3.046 -0.00496242 0.00496242 0.00840822 -0.0135743
3.047 -0.00496563 0.00496563 0.00841367 -0.0135832
3.048 -0.00496885 0.00496885 0.00841913 -0.0135921
3.049 -0.00497206 0.00497206 0.0084246 -0.013601
3.05 -0.00497528 0.00497528 0.00843007 -0.0136099
3.051 -0.00497849 0.00497849 0.00843555 -0.0136188
3.052 -0.00498171 0.00498171 0.00844104 -0.0136277
3.053 -0.00498493 0.00498493 0.00844653 -0.0136366
3.054 -0.00498814 0.00498814 0.00845204 -0.0136456
3.055 -0.00499136 0.00499136 0.00845755 -0.0136545
3.056 -0.00499458 0.00499458 0.00846306 -0.0136634
3.057 -0.0049978 0.0049978 0.00846859 -0.0136724
3.058 -0.00500102 0.00500102 0.00847412 -0.0136813
3.059 -0.00500424 0.00500424 0.00847966 -0.0136903
3.06 -0.00500746 0.00500746 0.0084852 -0.0136992
3.061 -0.00501068 0.00501068 0.00849076 -0.0137082
3.062 -0.0050139 0.0050139 0.00849632 -0.0137171
3.063 -0.00501712 0.00501712 0.00850189 -0.0137261
3.064 -0.00502034 0.00502034 0.00850746 -0.0137351
3.065 -0.00502357 0.00502357 0.00851305 -0.0137441
3.066 -0.00502679 0.00502679 0.00851864 -0.0137531
3.067 -0.00503001 0.00503001 0.00852424 -0.013762
3.068 -0.00503324 0.00503324 0.00852984 -0.013771
3.069 -0.00503646 0.00503646 0.00853546 -0.0137801
3.07 -0.00503969 0.00503969 0.00854108 -0.0137891
3.071 -0.00504291 0.00504291 0.00854671 -0.0137981
3.072 -0.00504614 0.00504614 0.00855235 -0.0138071
3.073 -0.00504937 0.00504937 0.00855799 -0.0138161
3.074 -0.00505259 0.00505259 0.00856364 -0.0138252
3.075 -0.00505582 0.00505582 0.00856931 -0.0138342
3.076 -0.00505905 0.00505905 0.00857497 -0.0138433
3.077 -0.00506228 0.00506228 0.00858065 -0.0138523
3.078 -0.00506551 0.00506551 0.00858633 -0.0138614
3.079 -0.00506874 0.00506874 0.00859203 -0.0138704
3.08 -0.00507197 0.00507197 0.00859773 -0.0138795
3.081 -0.0050752 0.0050752 0.00860344 -0.0138886
3.082 -0.00507843 0.00507843 0.00860915 -0.0138977
3.083 -0.00508166 0.00508166 0.00861488 -0.0139067
3.084 -0.00508489 0.00508489 0.00862061 -0.0139158
3.085 -0.00508812 0.00508812 0.00862635 -0.0139249
3.086 -0.00509136 0.00509136 0.0086321 -0.013934
3.087 -0.00509459 0.00509459 0.00863786 -0.0139432
3.088 -0.00509782 0.00509782 0.00864362 -0.0139523
3.089 -0.00510106 0.00510106 0.00864939 -0.0139614
3.09 -0.00510429 0.00510429 0.00865518 -0.0139705
3.091 -0.00510753 0.00510753 0.00866097 -0.0139797
3.092 -0.00511076 0.00511076 0.00866676 -0.0139888
3.093 -0.005114 0.005114 0.00867257 -0.013998
3.094 -0.00511724 0.00511724 0.00867839 -0.0140071
3.095 -0.00512047 0.00512047 0.00868421 -0.0140163
3.096 -0.00512371 0.00512371 0.00869004 -0.0140255
3.097 -0.00512695 0.00512695 0.00869588 -0.0140346
3.098 -0.00513019 0.00513019 0.00870173 -0.0140438
3.099 -0.00513342 0.00513342 0.00870759 -0.014053
3.1 -0.00513666 0.00513666 0.00871345 -0.0140622
3.101 -0.0051399 0.0051399 0.00871933 -0.0140714
3.102 -0.00514314 0.00514314 0.00872521 -0.0140806
3.103 -0.00514638 0.00514638 0.0087311 -0.0140898
3.104 -0.00514962 0.00514962 0.008737 -0.014099
3.105 -0.00515287 0.00515287 0.00874291 -0.0141083
3.106 -0.00515611 0.00515611 0.00874883 -0.0141175
3.107 -0.00515935 0.00515935 0.00875476 -0.0141267
3.108 -0.00516259 0.00516259 0.00876069 -0.014136
3.109 -0.00516583 0.00516583 0.00876663 -0.0141452
3.11 -0.00516908 0.00516908 0.00877259 -0.0141545
3.111 -0.00517232 0.00517232 0.00877855 -0.0141637
3.112 -0.00517557 0.00517557 0.00878452 -0.014173
3.113 -0.00517881 0.00517881 0.0087905 -0.0141823
3.114 -0.00518206 0.00518206 0.00879649 -0.0141916
3.115 -0.0051853 0.0051853 0.00880248 -0.0142009
3.116 -0.00518855 0.00518855 0.00880849 -0.0142102
3.117 -0.00519179 0.00519179 0.00881451 -0.0142195
3.118 -0.00519504 0.00519504 0.00882053 -0.0142288
3.119 -0.00519829 0.00519829 0.00882656 -0.0142381
3.12 -0.00520154 0.00520154 0.0088326 -0.0142474
3.121 -0.00520478 0.00520478 0.00883866 -0.0142568
3.122 -0.00520803 0.00520803 0.00884472 -0.0142661
3.123 -0.00521128 0.00521128 0.00885079 -0.0142755
3.124 -0.00521453 0.00521453 0.00885687 -0.0142848
3.125 -0.00521778 0.00521778 0.00886295 -0.0142942
3.126 -0.00522103 0.00522103 0.00886905 -0.0143035
3.127 -0.00522428 0.00522428 0.00887516 -0.0143129
3.128 -0.00522753 0.00522753 0.00888127 -0.0143223
3.129 -0.00523078 0.00523078 0.0088874 -0.0143317
3.13 -0.00523404 0.00523404 0.00889353 -0.0143411
3.131 -0.00523729 0.00523729 0.00889968 -0.0143505
3.132 -0.00524054 0.00524054 0.00890583 -0.0143599
3.133 -0.00524379 0.00524379 0.00891199 -0.0143693
3.134 -0.00524705 0.00524705 0.00891816 -0.0143787
3.135 -0.0052503 0.0052503 0.00892435 -0.0143881
3.136 -0.00525356 0.00525356 0.00893054 -0.0143976
3.137 -0.00525681 0.00525681 0.00893674 -0.014407
3.138 -0.00526007 0.00526007 0.00894295 -0.0144165
3.139 -0.00526332 0.00526332 0.00894917 -0.0144259
3.14 -0.00526658 0.00526658 0.0089554 -0.0144354
3.141 -0.00526983 0.00526983 0.00896163 -0.0144449
3.142 -0.00527309 0.00527309 0.00896788 -0.0144543
3.143 -0.00527635 0.00527635 0.00897414 -0.0144638
3.144 -0.0052796 0.0052796 0.00898041 -0.0144733
3.145 -0.00528286 0.00528286 0.00898669 -0.0144828
3.146 -0.00528612 0.00528612 0.00899297 -0.0144923
3.147 -0.00528938 0.00528938 0.00899927 -0.0145019
3.148 -0.00529264 0.00529264 0.00900558 -0.0145114
3.149 -0.0052959 0.0052959 0.00901189 -0.0145209
3.15 -0.00529916 0.00529916 0.00901822 -0.0145304
3.151 -0.00530242 0.00530242 0.00902456 -0.01454
3.152 -0.00530568 0.00530568 0.0090309 -0.0145495
3.153 -0.00530894 0.00530894 0.00903726 -0.0145591
3.154 -0.0053122 0.0053122 0.00904362 -0.0145687
3.155 -0.00531546 0.00531546 0.00905 -0.0145782
3.156 -0.00531872 0.00531872 0.00905638 -0.0145878
3.157 -0.00532199 0.00532199 0.00906278 -0.0145974
3.158 -0.00532525 0.00532525 0.00906919 -0.014607
3.159 -0.00532851 0.00532851 0.0090756 -0.0146166
3.16 -0.00533178 0.00533178 0.00908203 -0.0146262
3.161 -0.00533504 0.00533504 0.00908846 -0.0146358
3.162 -0.0053383 0.0053383 0.00909491 -0.0146455
3.163 -0.00534157 0.00534157 0.00910136 -0.0146551
3.164 -0.00534483 0.00534483 0.00910783 -0.0146647
3.165 -0.0053481 0.0053481 0.00911431 -0.0146744
3.166 -0.00535137 0.00535137 0.00912079 -0.0146841
3.167 -0.00535463 0.00535463 0.00912729 -0.0146937
3.168 -0.0053579 0.0053579 0.0091338 -0.0147034
3.169 -0.00536116 0.00536116 0.00914031 -0.0147131
3.17 -0.00536443 0.00536443 0.00914684 -0.0147228
3.171 -0.0053677 0.0053677 0.00915338 -0.0147325
3.172 -0.00537097 0.00537097 0.00915993 -0.0147422
3.173 -0.00537424 0.00537424 0.00916649 -0.0147519
3.174 -0.0053775 0.0053775 0.00917306 -0.0147616
3.175 -0.00538077 0.00538077 0.00917964 -0.0147713
3.176 -0.00538404 0.00538404 0.00918622 -0.014781
3.177 -0.00538731 0.00538731 0.00919283 -0.0147908
3.178 -0.00539058 0.00539058 0.00919944 -0.0148005
3.179 -0.00539385 0.00539385 0.00920606 -0.0148103
3.18 -0.00539712 0.00539712 0.00921269 -0.0148201
3.181 -0.00540039 0.00540039 0.00921933 -0.0148298
3.182 -0.00540367 0.00540367 0.00922598 -0.0148396
3.183 -0.00540694 0.00540694 0.00923265 -0.0148494
3.184 -0.00541021 0.00541021 0.00923932 -0.0148592
3.185 -0.00541348 0.00541348 0.00924601 -0.014869
3.186 -0.00541676 0.00541676 0.0092527 -0.0148788
3.187 -0.00542003 0.00542003 0.00925941 -0.0148886
3.188 -0.0054233 0.0054233 0.00926612 -0.0148985
3.189 -0.00542658 0.00542658 0.00927285 -0.0149083
3.19 -0.00542985 0.00542985 0.00927959 -0.0149181
3.191 -0.00543312 0.00543312 0.00928634 -0.014928
3.192 -0.0054364 0.0054364 0.0092931 -0.0149379
3.193 -0.00543968 0.00543968 0.00929987 -0.0149477
3.194 -0.00544295 0.00544295 0.00930665 -0.0149576
3.195 -0.00544623 0.00544623 0.00931344 -0.0149675
3.196 -0.0054495 0.0054495 0.00932024 -0.0149774
3.197 -0.00545278 0.00545278 0.00932706 -0.0149873
3.198 -0.00545606 0.00545606 0.00933388 -0.0149972
3.199 -0.00545933 0.00545933 0.00934072 -0.0150071
3.2 -0.00546261 0.00546261 0.00934756 -0.015017
3.201 -0.00546589 0.00546589 0.00935442 -0.015027
3.202 -0.00546917 0.00546917 0.00936129 -0.0150369
3.203 -0.00547245 0.00547245 0.00936817 -0.0150469
3.204 -0.00547572 0.00547572 0.00937506 -0.0150568
3.205 -0.005479 0.005479 0.00938196 -0.0150668
3.206 -0.00548228 0.00548228 0.00938887 -0.0150768
3.207 -0.00548556 0.00548556 0.00939579 -0.0150867
3.208 -0.00548884 0.00548884 0.00940273 -0.0150967
3.209 -0.00549212 0.00549212 0.00940967 -0.0151067
3.21 -0.0054954 0.0054954 0.00941663 -0.0151167
3.211 -0.00549869 0.00549869 0.00942359 -0.0151268
3.212 -0.00550197 0.00550197 0.00943057 -0.0151368
3.213 -0.00550525 0.00550525 0.00943755 -0.0151468
3.214 -0.00550853 0.00550853 0.00944455 -0.0151569
3.215 -0.00551181 0.00551181 0.00945156 -0.0151669
3.216 -0.0055151 0.0055151 0.00945857 -0.015177
3.217 -0.00551838 0.00551838 0.0094656 -0.015187
3.218 -0.00552167 0.00552167 0.00947263 -0.0151971
3.219 -0.00552495 0.00552495 0.00947968 -0.0152072
3.22 -0.00552823 0.00552823 0.00948673 -0.0152172
3.221 -0.00553152 0.00553152 0.00949379 -0.0152273
3.222 -0.00553481 0.00553481 0.00950087 -0.0152374
3.223 -0.00553809 0.00553809 0.00950795 -0.0152476
3.224 -0.00554138 0.00554138 0.00951504 -0.0152577
3.225 -0.00554466 0.00554466 0.00952214 -0.0152678
3.226 -0.00554795 0.00554795 0.00952925 -0.0152779
3.227 -0.00555124 0.00555124 0.00953637 -0.0152881
3.228 -0.00555453 0.00555453 0.00954349 -0.0152982
3.229 -0.00555782 0.00555782 0.00955063 -0.0153084
3.23 -0.00556111 0.00556111 0.00955777 -0.0153185
3.231 -0.0055644 0.0055644 0.00956492 -0.0153287
3.232 -0.00556769 0.00556769 0.00957208 -0.0153389
3.233 -0.00557098 0.00557098 0.00957925 -0.0153491
3.234 -0.00557427 0.00557427 0.00958643 -0.0153592
3.235 -0.00557756 0.00557756 0.00959361 -0.0153694
3.236 -0.00558085 0.00558085 0.0096008 -0.0153796
3.237 -0.00558415 0.00558415 0.009608 -0.0153899
3.238 -0.00558744 0.00558744 0.00961521 -0.0154001
3.239 -0.00559073 0.00559073 0.00962243 -0.0154103
3.24 -0.00559403 0.00559403 0.00962965 -0.0154205
3.241 -0.00559732 0.00559732 0.00963688 -0.0154308
3.242 -0.00560062 0.00560062 0.00964412 -0.015441
3.243 -0.00560391 0.00560391 0.00965136 -0.0154513
3.244 -0.00560721 0.00560721 0.00965861 -0.0154615
3.245 -0.00561051 0.00561051 0.00966587 -0.0154718
3.246 -0.00561381 0.00561381 0.00967313 -0.0154821
3.247 -0.0056171 0.0056171 0.00968041 -0.0154924
3.248 -0.0056204 0.0056204 0.00968769 -0.0155027
3.249 -0.0056237 0.0056237 0.00969497 -0.015513
3.25 -0.005627 0.005627 0.00970226 -0.0155233
3.251 -0.0056303 0.0056303 0.00970956 -0.0155336
3.252 -0.00563361 0.00563361 0.00971686 -0.0155439
3.253 -0.00563691 0.00563691 0.00972417 -0.0155542
3.254 -0.00564021 0.00564021 0.00973149 -0.0155645
3.255 -0.00564351 0.00564351 0.00973881 -0.0155749
3.256 -0.00564682 0.00564682 0.00974614 -0.0155852
3.257 -0.00565012 0.00565012 0.00975348 -0.0155956
3.258 -0.00565343 0.00565343 0.00976082 -0.0156059
3.259 -0.00565673 0.00565673 0.00976816 -0.0156163
3.26 -0.00566004 0.00566004 0.00977551 -0.0156267
3.261 -0.00566335 0.00566335 0.00978287 -0.015637
3.262 -0.00566665 0.00566665 0.00979023 -0.0156474
3.263 -0.00566996 0.00566996 0.0097976 -0.0156578
3.264 -0.00567327 0.00567327 0.00980497 -0.0156682
3.265 -0.00567658 0.00567658 0.00981235 -0.0156786
3.266 -0.00567989 0.00567989 0.00981973 -0.015689
3.267 -0.0056832 0.0056832 0.00982712 -0.0156994
3.268 -0.00568652 0.00568652 0.00983451 -0.0157098
3.269 -0.00568983 0.00568983 0.00984191 -0.0157203
3.27 -0.00569314 0.00569314 0.00984931 -0.0157307
3.271 -0.00569646 0.00569646 0.00985671 -0.0157411
3.272 -0.00569977 0.00569977 0.00986412 -0.0157516
3.273 -0.00570309 0.00570309 0.00987154 -0.015762
3.274 -0.0057064 0.0057064 0.00987896 -0.0157725
3.275 -0.00570972 0.00570972 0.00988638 -0.0157829
3.276 -0.00571304 0.00571304 0.0098938 -0.0157934
3.277 -0.00571636 0.00571636 0.00990124 -0.0158039
3.278 -0.00571968 0.00571968 0.00990867 -0.0158144
3.279 -0.005723 0.005723 0.00991611 -0.0158248
3.28 -0.00572632 0.00572632 0.00992355 -0.0158353
3.281 -0.00572964 0.00572964 0.009931 -0.0158458
3.282 -0.00573296 0.00573296 0.00993844 -0.0158563
3.283 -0.00573629 0.00573629 0.0099459 -0.0158668
3.284 -0.00573961 0.00573961 0.00995335 -0.0158774
3.285 -0.00574293 0.00574293 0.00996081 -0.0158879
3.286 -0.00574626 0.00574626 0.00996827 -0.0158984
3.287 -0.00574959 0.00574959 0.00997574 -0.0159089
3.288 -0.00575291 0.00575291 0.00998321 -0.0159195
3.289 -0.00575624 0.00575624 0.00999068 -0.01593
3.29 -0.00575957 0.00575957 0.00999815 -0.0159406
3.291 -0.0057629 0.0057629 0.0100056 -0.0159511
3.292 -0.00576623 0.00576623 0.0100131 -0.0159617
3.293 -0.00576956 0.00576956 0.0100206 -0.0159723
3.294 -0.00577289 0.00577289 0.0100281 -0.0159828
3.295 -0.00577623 0.00577623 0.0100356 -0.0159934
3.296 -0.00577956 0.00577956 0.010043 -0.016004
3.297 -0.0057829 0.0057829 0.0100505 -0.0160146
3.298 -0.00578623 0.00578623 0.010058 -0.0160252
3.299 -0.00578957 0.00578957 0.0100655 -0.0160358
3.3 -0.00579291 0.00579291 0.010073 -0.0160464
3.301 -0.00579624 0.00579624 0.0100805 -0.016057
3.302 -0.00579958 0.00579958 0.010088 -0.0160676
3.303 -0.00580292 0.00580292 0.0100955 -0.0160782
3.304 -0.00580627 0.00580627 0.010103 -0.0160888
3.305 -0.00580961 0.00580961 0.0101105 -0.0160995
3.306 -0.00581295 0.00581295 0.010118 -0.0161101
3.307 -0.0058163 0.0058163 0.0101255 -0.0161207
3.308 -0.00581964 0.00581964 0.0101331 -0.0161314
3.309 -0.00582299 0.00582299 0.0101406 -0.016142
3.31 -0.00582633 0.00582633 0.0101481 -0.0161527
3.311 -0.00582968 0.00582968 0.0101556 -0.0161633
3.312 -0.00583303 0.00583303 0.0101631 -0.016174
3.313 -0.00583639 0.00583639 0.0101707 -0.0161847
3.314 -0.00583974 0.00583974 0.0101782 -0.0161954
3.315 -0.00584309 0.00584309 0.0101857 -0.016206
3.316 -0.00584645 0.00584645 0.0101933 -0.0162167
3.317 -0.00584981 0.00584981 0.0102008 -0.0162274
3.318 -0.00585316 0.00585316 0.0102083 -0.0162381
3.319 -0.00585653 0.00585653 0.0102159 -0.0162488
3.32 -0.00585989 0.00585989 0.0102234 -0.0162595
3.321 -0.00586325 0.00586325 0.010231 -0.0162703
3.322 -0.00586662 0.00586662 0.0102386 -0.016281
3.323 -0.00586998 0.00586998 0.0102461 -0.0162917
3.324 -0.00587335 0.00587335 0.0102537 -0.0163024
3.325 -0.00587672 0.00587672 0.0102613 -0.0163132
3.326 -0.00588009 0.00588009 0.0102688 -0.0163239
3.327 -0.00588347 0.00588347 0.0102764 -0.0163347
3.328 -0.00588684 0.00588684 0.010284 -0.0163454
3.329 -0.00589022 0.00589022 0.0102916 -0.0163562
3.33 -0.0058936 0.0058936 0.0102992 -0.016367
3.331 -0.00589698 0.00589698 0.0103068 -0.0163778
3.332 -0.00590036 0.00590036 0.0103144 -0.0163885
3.333 -0.00590375 0.00590375 0.010322 -0.0163993
3.334 -0.00590714 0.00590714 0.0103296 -0.0164101
3.335 -0.00591053 0.00591053 0.0103372 -0.0164209
3.336 -0.00591392 0.00591392 0.0103449 -0.0164317
3.337 -0.00591731 0.00591731 0.0103525 -0.0164425
3.338 -0.00592071 0.00592071 0.0103601 -0.0164533
3.339 -0.00592411 0.00592411 0.0103678 -0.0164642
3.34 -0.00592751 0.00592751 0.0103754 -0.016475
3.341 -0.00593091 0.00593091 0.0103831 -0.0164858
3.342 -0.00593432 0.00593432 0.0103907 -0.0164967
3.343 -0.00593773 0.00593773 0.0103984 -0.0165075
3.344 -0.00594114 0.00594114 0.0104061 -0.0165184
3.345 -0.00594455 0.00594455 0.0104138 -0.0165292
3.346 -0.00594797 0.00594797 0.0104214 -0.0165401
3.347 -0.00595138 0.00595138 0.0104291 -0.016551
3.348 -0.0059548 0.0059548 0.0104368 -0.0165619
3.349 -0.00595823 0.00595823 0.0104445 -0.0165727
3.35 -0.00596165 0.00596165 0.0104523 -0.0165836
3.351 -0.00596508 0.00596508 0.01046 -0.0165945
3.352 -0.00596851 0.00596851 0.0104677 -0.0166054
3.353 -0.00597195 0.00597195 0.0104754 -0.0166164
3.354 -0.00597538 0.00597538 0.0104832 -0.0166273
3.355 -0.00597882 0.00597882 0.0104909 -0.0166382
3.356 -0.00598226 0.00598226 0.0104987 -0.0166491
3.357 -0.00598571 0.00598571 0.0105065 -0.0166601
3.358 -0.00598916 0.00598916 0.0105142 -0.016671
3.359 -0.00599261 0.00599261 0.010522 -0.016682
3.36 -0.00599606 0.00599606 0.0105298 -0.0166929
3.361 -0.00599952 0.00599952 0.0105376 -0.0167039
3.362 -0.00600298 0.00600298 0.0105454 -0.0167148
3.363 -0.00600644 0.00600644 0.0105532 -0.0167258
3.364 -0.00600991 0.00600991 0.010561 -0.0167368
3.365 -0.00601338 0.00601338 0.0105689 -0.0167478
3.366 -0.00601685 0.00601685 0.0105767 -0.0167588
3.367 -0.00602033 0.00602033 0.0105846 -0.0167698
3.368 -0.00602381 0.00602381 0.0105924 -0.0167808
3.369 -0.00602729 0.00602729 0.0106003 -0.0167918
3.37 -0.00603078 0.00603078 0.0106082 -0.0168028
3.371 -0.00603426 0.00603426 0.010616 -0.0168139
3.372 -0.00603776 0.00603776 0.0106239 -0.0168249
3.373 -0.00604125 0.00604125 0.0106318 -0.0168359
3.374 -0.00604475 0.00604475 0.0106397 -0.016847
3.375 -0.00604825 0.00604825 0.0106477 -0.0168581
3.376 -0.00605176 0.00605176 0.0106556 -0.0168691
3.377 -0.00605527 0.00605527 0.0106635 -0.0168802
3.378 -0.00605878 0.00605878 0.0106715 -0.0168913
3.379 -0.0060623 0.0060623 0.0106794 -0.0169023
3.38 -0.00606582 0.00606582 0.0106874 -0.0169134
3.381 -0.00606935 0.00606935 0.0106954 -0.0169245
3.382 -0.00607287 0.00607287 0.0107034 -0.0169356
3.383 -0.00607641 0.00607641 0.0107114 -0.0169468
3.384 -0.00607994 0.00607994 0.0107194 -0.0169579
3.385 -0.00608348 0.00608348 0.0107274 -0.016969
3.386 -0.00608702 0.00608702 0.0107354 -0.0169801
3.387 -0.00609057 0.00609057 0.0107435 -0.0169913
3.388 -0.00609412 0.00609412 0.0107515 -0.0170024
3.389 -0.00609768 0.00609768 0.0107596 -0.0170136
3.39 -0.00610124 0.00610124 0.0107677 -0.0170247
3.391 -0.0061048 0.0061048 0.0107758 -0.0170359
3.392 -0.00610837 0.00610837 0.0107839 -0.0170471
3.393 -0.00611194 0.00611194 0.010792 -0.0170583
3.394 -0.00611551 0.00611551 0.0108001 -0.0170695
3.395 -0.00611909 0.00611909 0.0108082 -0.0170807
3.396 -0.00612268 0.00612268 0.0108164 -0.0170919
3.397 -0.00612626 0.00612626 0.0108245 -0.0171031
3.398 -0.00612985 0.00612985 0.0108327 -0.0171143
3.399 -0.00613345 0.00613345 0.0108409 -0.0171255
3.4 -0.00613705 0.00613705 0.010849 -0.0171367
3.401 -0.00614065 0.00614065 0.0108572 -0.017148
3.402 -0.00614426 0.00614426 0.0108655 -0.0171592
3.403 -0.00614788 0.00614788 0.0108737 -0.0171705
3.404 -0.00615149 0.00615149 0.0108819 -0.0171818
3.405 -0.00615512 0.00615512 0.0108902 -0.017193
3.406 -0.00615874 0.00615874 0.0108984 -0.0172043
3.407 -0.00616237 0.00616237 0.0109067 -0.0172156
3.408 -0.00616601 0.00616601 0.010915 -0.0172269
3.409 -0.00616965 0.00616965 0.0109233 -0.0172382
3.41 -0.00617329 0.00617329 0.0109316 -0.0172495
3.411 -0.00617694 0.00617694 0.0109399 -0.0172608
3.412 -0.0061806 0.0061806 0.0109483 -0.0172721
3.413 -0.00618426 0.00618426 0.0109566 -0.0172835
3.414 -0.00618792 0.00618792 0.010965 -0.0172948
3.415 -0.00619159 0.00619159 0.0109733 -0.0173061
3.416 -0.00619526 0.00619526 0.0109817 -0.0173175
3.417 -0.00619894 0.00619894 0.0109901 -0.0173289
3.418 -0.00620262 0.00620262 0.0109986 -0.0173402
3.419 -0.00620631 0.00620631 0.011007 -0.0173516
3.42 -0.00621 0.00621 0.0110154 -0.017363
3.421 -0.0062137 0.0062137 0.0110239 -0.0173744
3.422 -0.0062174 0.0062174 0.0110324 -0.0173858
3.423 -0.0062211 0.0062211 0.0110408 -0.0173972
3.424 -0.00622482 0.00622482 0.0110493 -0.0174086
3.425 -0.00622853 0.00622853 0.0110579 -0.01742
3.426 -0.00623225 0.00623225 0.0110664 -0.0174315
3.427 -0.00623598 0.00623598 0.0110749 -0.0174429
3.428 -0.00623971 0.00623971 0.0110835 -0.0174543
3.429 -0.00624345 0.00624345 0.0110921 -0.0174658
3.43 -0.00624719 0.00624719 0.0111006 -0.0174773
3.431 -0.00625094 0.00625094 0.0111092 -0.0174887
3.432 -0.00625469 0.00625469 0.0111178 -0.0175002
