time x -x y z
15.809 -0.125833 0.125833 0.156484 -0.25802
15.81 -0.125844 0.125844 0.156455 -0.258018
15.811 -0.125856 0.125856 0.156426 -0.258016
15.812 -0.125867 0.125867 0.156398 -0.258014
15.813 -0.125878 0.125878 0.156369 -0.258012
15.814 -0.125889 0.125889 0.15634 -0.25801
15.815 -0.1259 0.1259 0.156312 -0.258008
15.816 -0.125911 0.125911 0.156283 -0.258005
15.817 -0.125923 0.125923 0.156255 -0.258003
15.818 -0.125934 0.125934 0.156226 -0.258001
15.819 -0.125945 0.125945 0.156197 -0.257999
15.82 -0.125956 0.125956 0.156169 -0.257997
15.821 -0.125967 0.125967 0.15614 -0.257995
15.822 -0.125979 0.125979 0.156111 -0.257992
15.823 -0.12599 0.12599 0.156083 -0.25799
15.824 -0.126001 0.126001 0.156054 -0.257988
15.825 -0.126012 0.126012 0.156026 -0.257986
15.826 -0.126023 0.126023 0.155997 -0.257984
15.827 -0.126034 0.126034 0.155969 -0.257981
15.828 -0.126046 0.126046 0.15594 -0.257979
15.829 -0.126057 0.126057 0.155912 -0.257977
15.83 -0.126068 0.126068 0.155883 -0.257975
15.831 -0.126079 0.126079 0.155855 -0.257972
15.832 -0.12609 0.12609 0.155826 -0.25797
15.833 -0.126102 0.126102 0.155798 -0.257968
15.834 -0.126113 0.126113 0.155769 -0.257966
15.835 -0.126124 0.126124 0.155741 -0.257964
15.836 -0.126135 0.126135 0.155712 -0.257961
15.837 -0.126146 0.126146 0.155684 -0.257959
15.838 -0.126158 0.126158 0.155655 -0.257957
15.839 -0.126169 0.126169 0.155627 -0.257955
15.84 -0.12618 0.12618 0.155598 -0.257952
15.841 -0.126191 0.126191 0.15557 -0.25795
15.842 -0.126203 0.126203 0.155541 -0.257948
15.843 -0.126214 0.126214 0.155513 -0.257945
15.844 -0.126225 0.126225 0.155484 -0.257943
15.845 -0.126236 0.126236 0.155456 -0.257941
15.846 -0.126247 0.126247 0.155428 -0.257939
15.847 -0.126259 0.126259 0.155399 -0.257936
15.848 -0.12627 0.12627 0.155371 -0.257934
15.849 -0.126281 0.126281 0.155342 -0.257932
15.85 -0.126292 0.126292 0.155314 -0.257929
15.851 -0.126304 0.126304 0.155286 -0.257927
15.852 -0.126315 0.126315 0.155257 -0.257925
15.853 -0.126326 0.126326 0.155229 -0.257923
15.854 -0.126337 0.126337 0.1552 -0.25792
15.855 -0.126349 0.126349 0.155172 -0.257918
15.856 -0.12636 0.12636 0.155144 -0.257916
15.857 -0.126371 0.126371 0.155115 -0.257913
15.858 -0.126383 0.126383 0.155087 -0.257911
15.859 -0.126394 0.126394 0.155059 -0.257909
15.86 -0.126405 0.126405 0.15503 -0.257906
15.861 -0.126416 0.126416 0.155002 -0.257904
15.862 -0.126428 0.126428 0.154974 -0.257902
15.863 -0.126439 0.126439 0.154945 -0.2579
15.864 -0.12645 0.12645 0.154917 -0.257897
15.865 -0.126462 0.126462 0.154888 -0.257895
15.866 -0.126473 0.126473 0.15486 -0.257893
15.867 -0.126484 0.126484 0.154832 -0.25789
15.868 -0.126496 0.126496 0.154804 -0.257888
15.869 -0.126507 0.126507 0.154775 -0.257886
15.87 -0.126518 0.126518 0.154747 -0.257883
15.871 -0.126529 0.126529 0.154719 -0.257881
15.872 -0.126541 0.126541 0.15469 -0.257879
15.873 -0.126552 0.126552 0.154662 -0.257877
15.874 -0.126563 0.126563 0.154634 -0.257874
15.875 -0.126575 0.126575 0.154605 -0.257872
15.876 -0.126586 0.126586 0.154577 -0.25787
15.877 -0.126598 0.126598 0.154549 -0.257867
15.878 -0.126609 0.126609 0.15452 -0.257865
15.879 -0.12662 0.12662 0.154492 -0.257863
15.88 -0.126632 0.126632 0.154464 -0.25786
15.881 -0.126643 0.126643 0.154435 -0.257858
15.882 -0.126654 0.126654 0.154407 -0.257856
15.883 -0.126666 0.126666 0.154379 -0.257854
15.884 -0.126677 0.126677 0.154351 -0.257851
15.885 -0.126689 0.126689 0.154322 -0.257849
15.886 -0.1267 0.1267 0.154294 -0.257847
15.887 -0.126711 0.126711 0.154266 -0.257844
15.888 -0.126723 0.126723 0.154237 -0.257842
15.889 -0.126734 0.126734 0.154209 -0.25784
15.89 -0.126746 0.126746 0.154181 -0.257838
15.891 -0.126757 0.126757 0.154153 -0.257835
15.892 -0.126768 0.126768 0.154124 -0.257833
15.893 -0.12678 0.12678 0.154096 -0.257831
15.894 -0.126791 0.126791 0.154068 -0.257828
15.895 -0.126803 0.126803 0.154039 -0.257826
15.896 -0.126814 0.126814 0.154011 -0.257824
15.897 -0.126826 0.126826 0.153983 -0.257822
15.898 -0.126837 0.126837 0.153955 -0.257819
15.899 -0.126848 0.126848 0.153926 -0.257817
15.9 -0.12686 0.12686 0.153898 -0.257815
15.901 -0.126871 0.126871 0.15387 -0.257812
15.902 -0.126883 0.126883 0.153842 -0.25781
15.903 -0.126894 0.126894 0.153813 -0.257808
15.904 -0.126906 0.126906 0.153785 -0.257806
15.905 -0.126917 0.126917 0.153757 -0.257803
15.906 -0.126929 0.126929 0.153728 -0.257801
15.907 -0.12694 0.12694 0.1537 -0.257799
15.908 -0.126952 0.126952 0.153672 -0.257797
15.909 -0.126963 0.126963 0.153644 -0.257794
15.91 -0.126975 0.126975 0.153615 -0.257792
15.911 -0.126986 0.126986 0.153587 -0.25779
15.912 -0.126998 0.126998 0.153559 -0.257788
15.913 -0.127009 0.127009 0.153531 -0.257785
15.914 -0.127021 0.127021 0.153502 -0.257783
15.915 -0.127032 0.127032 0.153474 -0.257781
15.916 -0.127044 0.127044 0.153446 -0.257779
15.917 -0.127055 0.127055 0.153418 -0.257776
15.918 -0.127067 0.127067 0.153389 -0.257774
15.919 -0.127079 0.127079 0.153361 -0.257772
15.92 -0.12709 0.12709 0.153333 -0.25777
15.921 -0.127102 0.127102 0.153305 -0.257767
15.922 -0.127113 0.127113 0.153276 -0.257765
15.923 -0.127125 0.127125 0.153248 -0.257763
15.924 -0.127136 0.127136 0.15322 -0.257761
15.925 -0.127148 0.127148 0.153192 -0.257758
15.926 -0.12716 0.12716 0.153163 -0.257756
15.927 -0.127171 0.127171 0.153135 -0.257754
15.928 -0.127183 0.127183 0.153107 -0.257752
15.929 -0.127194 0.127194 0.153079 -0.257749
15.93 -0.127206 0.127206 0.153051 -0.257747
15.931 -0.127218 0.127218 0.153022 -0.257745
15.932 -0.127229 0.127229 0.152994 -0.257743
15.933 -0.127241 0.127241 0.152966 -0.257741
15.934 -0.127252 0.127252 0.152938 -0.257738
15.935 -0.127264 0.127264 0.152909 -0.257736
15.936 -0.127276 0.127276 0.152881 -0.257734
15.937 -0.127287 0.127287 0.152853 -0.257732
15.938 -0.127299 0.127299 0.152825 -0.257729
15.939 -0.127311 0.127311 0.152796 -0.257727
15.94 -0.127322 0.127322 0.152768 -0.257725
15.941 -0.127334 0.127334 0.15274 -0.257723
15.942 -0.127346 0.127346 0.152712 -0.257721
15.943 -0.127357 0.127357 0.152684 -0.257718
15.944 -0.127369 0.127369 0.152655 -0.257716
15.945 -0.127381 0.127381 0.152627 -0.257714
15.946 -0.127392 0.127392 0.152599 -0.257712
15.947 -0.127404 0.127404 0.152571 -0.257709
15.948 -0.127416 0.127416 0.152542 -0.257707
15.949 -0.127428 0.127428 0.152514 -0.257705
15.95 -0.127439 0.127439 0.152486 -0.257703
15.951 -0.127451 0.127451 0.152458 -0.257701
15.952 -0.127463 0.127463 0.15243 -0.257698
15.953 -0.127474 0.127474 0.152401 -0.257696
15.954 -0.127486 0.127486 0.152373 -0.257694
15.955 -0.127498 0.127498 0.152345 -0.257692
15.956 -0.12751 0.12751 0.152317 -0.25769
15.957 -0.127521 0.127521 0.152289 -0.257687
15.958 -0.127533 0.127533 0.15226 -0.257685
15.959 -0.127545 0.127545 0.152232 -0.257683
15.96 -0.127557 0.127557 0.152204 -0.257681
15.961 -0.127568 0.127568 0.152176 -0.257679
15.962 -0.12758 0.12758 0.152147 -0.257676
15.963 -0.127592 0.127592 0.152119 -0.257674
15.964 -0.127604 0.127604 0.152091 -0.257672
15.965 -0.127616 0.127616 0.152063 -0.25767
15.966 -0.127627 0.127627 0.152035 -0.257668
15.967 -0.127639 0.127639 0.152006 -0.257666
15.968 -0.127651 0.127651 0.151978 -0.257663
15.969 -0.127663 0.127663 0.15195 -0.257661
15.97 -0.127675 0.127675 0.151922 -0.257659
15.971 -0.127686 0.127686 0.151894 -0.257657
15.972 -0.127698 0.127698 0.151865 -0.257655
15.973 -0.12771 0.12771 0.151837 -0.257652
15.974 -0.127722 0.127722 0.151809 -0.25765
15.975 -0.127734 0.127734 0.151781 -0.257648
15.976 -0.127746 0.127746 0.151753 -0.257646
15.977 -0.127757 0.127757 0.151724 -0.257644
15.978 -0.127769 0.127769 0.151696 -0.257642
15.979 -0.127781 0.127781 0.151668 -0.257639
15.98 -0.127793 0.127793 0.15164 -0.257637
15.981 -0.127805 0.127805 0.151612 -0.257635
15.982 -0.127817 0.127817 0.151583 -0.257633
15.983 -0.127829 0.127829 0.151555 -0.257631
15.984 -0.127841 0.127841 0.151527 -0.257628
15.985 -0.127853 0.127853 0.151499 -0.257626
15.986 -0.127864 0.127864 0.151471 -0.257624
15.987 -0.127876 0.127876 0.151442 -0.257622
15.988 -0.127888 0.127888 0.151414 -0.25762
15.989 -0.1279 0.1279 0.151386 -0.257618
15.99 -0.127912 0.127912 0.151358 -0.257615
15.991 -0.127924 0.127924 0.15133 -0.257613
15.992 -0.127936 0.127936 0.151301 -0.257611
15.993 -0.127948 0.127948 0.151273 -0.257609
15.994 -0.12796 0.12796 0.151245 -0.257607
15.995 -0.127972 0.127972 0.151217 -0.257605
15.996 -0.127984 0.127984 0.151189 -0.257603
15.997 -0.127996 0.127996 0.15116 -0.2576
15.998 -0.128008 0.128008 0.151132 -0.257598
15.999 -0.12802 0.12802 0.151104 -0.257596
16 -0.128032 0.128032 0.151076 -0.257594
16.001 -0.128044 0.128044 0.151048 -0.257592
16.002 -0.128056 0.128056 0.15102 -0.25759
16.003 -0.128068 0.128068 0.150991 -0.257587
16.004 -0.12808 0.12808 0.150963 -0.257585
16.005 -0.128092 0.128092 0.150935 -0.257583
16.006 -0.128104 0.128104 0.150907 -0.257581
16.007 -0.128116 0.128116 0.150879 -0.257579
16.008 -0.128128 0.128128 0.15085 -0.257577
16.009 -0.12814 0.12814 0.150822 -0.257575
16.01 -0.128152 0.128152 0.150794 -0.257572
16.011 -0.128164 0.128164 0.150766 -0.25757
16.012 -0.128176 0.128176 0.150738 -0.257568
16.013 -0.128188 0.128188 0.150709 -0.257566
16.014 -0.1282 0.1282 0.150681 -0.257564
16.015 -0.128212 0.128212 0.150653 -0.257562
16.016 -0.128224 0.128224 0.150625 -0.25756
16.017 -0.128236 0.128236 0.150597 -0.257558
16.018 -0.128248 0.128248 0.150568 -0.257555
16.019 -0.128261 0.128261 0.15054 -0.257553
16.02 -0.128273 0.128273 0.150512 -0.257551
16.021 -0.128285 0.128285 0.150484 -0.257549
16.022 -0.128297 0.128297 0.150456 -0.257547
16.023 -0.128309 0.128309 0.150427 -0.257545
16.024 -0.128321 0.128321 0.150399 -0.257543
16.025 -0.128333 0.128333 0.150371 -0.257541
16.026 -0.128345 0.128345 0.150343 -0.257538
16.027 -0.128358 0.128358 0.150315 -0.257536
16.028 -0.12837 0.12837 0.150287 -0.257534
16.029 -0.128382 0.128382 0.150258 -0.257532
16.03 -0.128394 0.128394 0.15023 -0.25753
16.031 -0.128406 0.128406 0.150202 -0.257528
16.032 -0.128418 0.128418 0.150174 -0.257526
16.033 -0.12843 0.12843 0.150146 -0.257524
16.034 -0.128443 0.128443 0.150117 -0.257521
16.035 -0.128455 0.128455 0.150089 -0.257519
16.036 -0.128467 0.128467 0.150061 -0.257517
16.037 -0.128479 0.128479 0.150033 -0.257515
16.038 -0.128491 0.128491 0.150005 -0.257513
16.039 -0.128504 0.128504 0.149976 -0.257511
16.04 -0.128516 0.128516 0.149948 -0.257509
16.041 -0.128528 0.128528 0.14992 -0.257507
16.042 -0.12854 0.12854 0.149892 -0.257505
16.043 -0.128553 0.128553 0.149864 -0.257502
16.044 -0.128565 0.128565 0.149835 -0.2575
16.045 -0.128577 0.128577 0.149807 -0.257498
16.046 -0.128589 0.128589 0.149779 -0.257496
16.047 -0.128602 0.128602 0.149751 -0.257494
16.048 -0.128614 0.128614 0.149723 -0.257492
16.049 -0.128626 0.128626 0.149694 -0.25749
16.05 -0.128638 0.128638 0.149666 -0.257488
16.051 -0.128651 0.128651 0.149638 -0.257486
16.052 -0.128663 0.128663 0.14961 -0.257484
16.053 -0.128675 0.128675 0.149582 -0.257481
16.054 -0.128688 0.128688 0.149553 -0.257479
16.055 -0.1287 0.1287 0.149525 -0.257477
16.056 -0.128712 0.128712 0.149497 -0.257475
16.057 -0.128724 0.128724 0.149469 -0.257473
16.058 -0.128737 0.128737 0.149441 -0.257471
16.059 -0.128749 0.128749 0.149412 -0.257469
16.06 -0.128761 0.128761 0.149384 -0.257467
16.061 -0.128774 0.128774 0.149356 -0.257465
16.062 -0.128786 0.128786 0.149328 -0.257463
16.063 -0.128799 0.128799 0.1493 -0.257461
16.064 -0.128811 0.128811 0.149271 -0.257458
16.065 -0.128823 0.128823 0.149243 -0.257456
16.066 -0.128836 0.128836 0.149215 -0.257454
16.067 -0.128848 0.128848 0.149187 -0.257452
16.068 -0.12886 0.12886 0.149159 -0.25745
16.069 -0.128873 0.128873 0.14913 -0.257448
16.07 -0.128885 0.128885 0.149102 -0.257446
16.071 -0.128898 0.128898 0.149074 -0.257444
16.072 -0.12891 0.12891 0.149046 -0.257442
16.073 -0.128922 0.128922 0.149018 -0.25744
16.074 -0.128935 0.128935 0.148989 -0.257438
16.075 -0.128947 0.128947 0.148961 -0.257436
16.076 -0.12896 0.12896 0.148933 -0.257433
16.077 -0.128972 0.128972 0.148905 -0.257431
16.078 -0.128985 0.128985 0.148876 -0.257429
16.079 -0.128997 0.128997 0.148848 -0.257427
16.08 -0.12901 0.12901 0.14882 -0.257425
16.081 -0.129022 0.129022 0.148792 -0.257423
16.082 -0.129034 0.129034 0.148764 -0.257421
16.083 -0.129047 0.129047 0.148735 -0.257419
16.084 -0.129059 0.129059 0.148707 -0.257417
16.085 -0.129072 0.129072 0.148679 -0.257415
16.086 -0.129084 0.129084 0.148651 -0.257413
16.087 -0.129097 0.129097 0.148623 -0.257411
16.088 -0.129109 0.129109 0.148594 -0.257409
16.089 -0.129122 0.129122 0.148566 -0.257407
16.09 -0.129134 0.129134 0.148538 -0.257405
16.091 -0.129147 0.129147 0.14851 -0.257402
16.092 -0.12916 0.12916 0.148481 -0.2574
16.093 -0.129172 0.129172 0.148453 -0.257398
16.094 -0.129185 0.129185 0.148425 -0.257396
16.095 -0.129197 0.129197 0.148397 -0.257394
16.096 -0.12921 0.12921 0.148369 -0.257392
16.097 -0.129222 0.129222 0.14834 -0.25739
16.098 -0.129235 0.129235 0.148312 -0.257388
16.099 -0.129247 0.129247 0.148284 -0.257386
16.1 -0.12926 0.12926 0.148256 -0.257384
16.101 -0.129273 0.129273 0.148227 -0.257382
16.102 -0.129285 0.129285 0.148199 -0.25738
16.103 -0.129298 0.129298 0.148171 -0.257378
16.104 -0.12931 0.12931 0.148143 -0.257376
16.105 -0.129323 0.129323 0.148114 -0.257374
16.106 -0.129336 0.129336 0.148086 -0.257372
16.107 -0.129348 0.129348 0.148058 -0.25737
16.108 -0.129361 0.129361 0.14803 -0.257368
16.109 -0.129374 0.129374 0.148002 -0.257365
16.11 -0.129386 0.129386 0.147973 -0.257363
16.111 -0.129399 0.129399 0.147945 -0.257361
16.112 -0.129412 0.129412 0.147917 -0.257359
16.113 -0.129424 0.129424 0.147889 -0.257357
16.114 -0.129437 0.129437 0.14786 -0.257355
16.115 -0.12945 0.12945 0.147832 -0.257353
16.116 -0.129462 0.129462 0.147804 -0.257351
16.117 -0.129475 0.129475 0.147776 -0.257349
16.118 -0.129488 0.129488 0.147747 -0.257347
16.119 -0.1295 0.1295 0.147719 -0.257345
16.12 -0.129513 0.129513 0.147691 -0.257343
16.121 -0.129526 0.129526 0.147663 -0.257341
16.122 -0.129539 0.129539 0.147634 -0.257339
16.123 -0.129551 0.129551 0.147606 -0.257337
16.124 -0.129564 0.129564 0.147578 -0.257335
16.125 -0.129577 0.129577 0.14755 -0.257333
16.126 -0.129589 0.129589 0.147521 -0.257331
16.127 -0.129602 0.129602 0.147493 -0.257329
16.128 -0.129615 0.129615 0.147465 -0.257327
16.129 -0.129628 0.129628 0.147437 -0.257325
16.13 -0.129641 0.129641 0.147408 -0.257323
16.131 -0.129653 0.129653 0.14738 -0.257321
16.132 -0.129666 0.129666 0.147352 -0.257319
16.133 -0.129679 0.129679 0.147324 -0.257317
16.134 -0.129692 0.129692 0.147295 -0.257315
16.135 -0.129704 0.129704 0.147267 -0.257313
16.136 -0.129717 0.129717 0.147239 -0.257311
16.137 -0.12973 0.12973 0.147211 -0.257309
16.138 -0.129743 0.129743 0.147182 -0.257307
16.139 -0.129756 0.129756 0.147154 -0.257305
16.14 -0.129769 0.129769 0.147126 -0.257303
16.141 -0.129781 0.129781 0.147097 -0.257301
16.142 -0.129794 0.129794 0.147069 -0.257298
16.143 -0.129807 0.129807 0.147041 -0.257296
16.144 -0.12982 0.12982 0.147013 -0.257294
16.145 -0.129833 0.129833 0.146984 -0.257292
16.146 -0.129846 0.129846 0.146956 -0.25729
16.147 -0.129859 0.129859 0.146928 -0.257288
16.148 -0.129872 0.129872 0.1469 -0.257286
16.149 -0.129884 0.129884 0.146871 -0.257284
16.15 -0.129897 0.129897 0.146843 -0.257282
16.151 -0.12991 0.12991 0.146815 -0.25728
16.152 -0.129923 0.129923 0.146786 -0.257278
16.153 -0.129936 0.129936 0.146758 -0.257276
16.154 -0.129949 0.129949 0.14673 -0.257274
16.155 -0.129962 0.129962 0.146702 -0.257272
16.156 -0.129975 0.129975 0.146673 -0.25727
16.157 -0.129988 0.129988 0.146645 -0.257268
16.158 -0.130001 0.130001 0.146617 -0.257266
16.159 -0.130014 0.130014 0.146588 -0.257264
16.16 -0.130027 0.130027 0.14656 -0.257262
16.161 -0.13004 0.13004 0.146532 -0.25726
16.162 -0.130053 0.130053 0.146504 -0.257258
16.163 -0.130066 0.130066 0.146475 -0.257256
16.164 -0.130079 0.130079 0.146447 -0.257254
16.165 -0.130092 0.130092 0.146419 -0.257252
16.166 -0.130105 0.130105 0.14639 -0.25725
16.167 -0.130118 0.130118 0.146362 -0.257248
16.168 -0.130131 0.130131 0.146334 -0.257246
16.169 -0.130144 0.130144 0.146305 -0.257244
16.17 -0.130157 0.130157 0.146277 -0.257242
16.171 -0.13017 0.13017 0.146249 -0.25724
16.172 -0.130183 0.130183 0.146221 -0.257238
16.173 -0.130196 0.130196 0.146192 -0.257236
16.174 -0.130209 0.130209 0.146164 -0.257234
16.175 -0.130222 0.130222 0.146136 -0.257232
16.176 -0.130235 0.130235 0.146107 -0.25723
16.177 -0.130248 0.130248 0.146079 -0.257228
16.178 -0.130261 0.130261 0.146051 -0.257226
16.179 -0.130274 0.130274 0.146022 -0.257224
16.18 -0.130288 0.130288 0.145994 -0.257222
16.181 -0.130301 0.130301 0.145966 -0.25722
16.182 -0.130314 0.130314 0.145937 -0.257218
16.183 -0.130327 0.130327 0.145909 -0.257216
16.184 -0.13034 0.13034 0.145881 -0.257215
16.185 -0.130353 0.130353 0.145852 -0.257213
16.186 -0.130366 0.130366 0.145824 -0.257211
16.187 -0.130379 0.130379 0.145796 -0.257209
16.188 -0.130393 0.130393 0.145767 -0.257207
16.189 -0.130406 0.130406 0.145739 -0.257205
16.19 -0.130419 0.130419 0.145711 -0.257203
16.191 -0.130432 0.130432 0.145682 -0.257201
16.192 -0.130445 0.130445 0.145654 -0.257199
16.193 -0.130458 0.130458 0.145626 -0.257197
16.194 -0.130472 0.130472 0.145597 -0.257195
16.195 -0.130485 0.130485 0.145569 -0.257193
16.196 -0.130498 0.130498 0.145541 -0.257191
16.197 -0.130511 0.130511 0.145512 -0.257189
16.198 -0.130525 0.130525 0.145484 -0.257187
16.199 -0.130538 0.130538 0.145456 -0.257185
16.2 -0.130551 0.130551 0.145427 -0.257183
16.201 -0.130564 0.130564 0.145399 -0.257181
16.202 -0.130577 0.130577 0.145371 -0.257179
16.203 -0.130591 0.130591 0.145342 -0.257177
16.204 -0.130604 0.130604 0.145314 -0.257175
16.205 -0.130617 0.130617 0.145286 -0.257173
16.206 -0.130631 0.130631 0.145257 -0.257171
16.207 -0.130644 0.130644 0.145229 -0.257169
16.208 -0.130657 0.130657 0.145201 -0.257167
16.209 -0.13067 0.13067 0.145172 -0.257165
16.21 -0.130684 0.130684 0.145144 -0.257163
16.211 -0.130697 0.130697 0.145115 -0.257161
16.212 -0.13071 0.13071 0.145087 -0.257159
16.213 -0.130724 0.130724 0.145059 -0.257157
16.214 -0.130737 0.130737 0.14503 -0.257155
16.215 -0.13075 0.13075 0.145002 -0.257153
16.216 -0.130764 0.130764 0.144974 -0.257151
16.217 -0.130777 0.130777 0.144945 -0.257149
16.218 -0.13079 0.13079 0.144917 -0.257147
16.219 -0.130804 0.130804 0.144888 -0.257146
16.22 -0.130817 0.130817 0.14486 -0.257144
16.221 -0.13083 0.13083 0.144832 -0.257142
16.222 -0.130844 0.130844 0.144803 -0.25714
16.223 -0.130857 0.130857 0.144775 -0.257138
16.224 -0.130871 0.130871 0.144747 -0.257136
16.225 -0.130884 0.130884 0.144718 -0.257134
16.226 -0.130897 0.130897 0.14469 -0.257132
16.227 -0.130911 0.130911 0.144661 -0.25713
16.228 -0.130924 0.130924 0.144633 -0.257128
16.229 -0.130938 0.130938 0.144605 -0.257126
16.23 -0.130951 0.130951 0.144576 -0.257124
16.231 -0.130965 0.130965 0.144548 -0.257122
16.232 -0.130978 0.130978 0.144519 -0.25712
16.233 -0.130991 0.130991 0.144491 -0.257118
16.234 -0.131005 0.131005 0.144463 -0.257116
16.235 -0.131018 0.131018 0.144434 -0.257114
16.236 -0.131032 0.131032 0.144406 -0.257112
16.237 -0.131045 0.131045 0.144377 -0.25711
16.238 -0.131059 0.131059 0.144349 -0.257108
16.239 -0.131072 0.131072 0.144321 -0.257107
16.24 -0.131086 0.131086 0.144292 -0.257105
16.241 -0.131099 0.131099 0.144264 -0.257103
16.242 -0.131113 0.131113 0.144235 -0.257101
16.243 -0.131126 0.131126 0.144207 -0.257099
16.244 -0.13114 0.13114 0.144178 -0.257097
16.245 -0.131153 0.131153 0.14415 -0.257095
16.246 -0.131167 0.131167 0.144122 -0.257093
16.247 -0.131181 0.131181 0.144093 -0.257091
16.248 -0.131194 0.131194 0.144065 -0.257089
16.249 -0.131208 0.131208 0.144036 -0.257087
16.25 -0.131221 0.131221 0.144008 -0.257085
16.251 -0.131235 0.131235 0.143979 -0.257083
16.252 -0.131248 0.131248 0.143951 -0.257081
16.253 -0.131262 0.131262 0.143923 -0.257079
16.254 -0.131276 0.131276 0.143894 -0.257077
16.255 -0.131289 0.131289 0.143866 -0.257075
16.256 -0.131303 0.131303 0.143837 -0.257074
16.257 -0.131316 0.131316 0.143809 -0.257072
16.258 -0.13133 0.13133 0.14378 -0.25707
16.259 -0.131344 0.131344 0.143752 -0.257068
16.26 -0.131357 0.131357 0.143723 -0.257066
16.261 -0.131371 0.131371 0.143695 -0.257064
16.262 -0.131385 0.131385 0.143667 -0.257062
16.263 -0.131398 0.131398 0.143638 -0.25706
16.264 -0.131412 0.131412 0.14361 -0.257058
16.265 -0.131426 0.131426 0.143581 -0.257056
16.266 -0.131439 0.131439 0.143553 -0.257054
16.267 -0.131453 0.131453 0.143524 -0.257052
16.268 -0.131467 0.131467 0.143496 -0.25705
16.269 -0.13148 0.13148 0.143467 -0.257048
16.27 -0.131494 0.131494 0.143439 -0.257047
16.271 -0.131508 0.131508 0.14341 -0.257045
16.272 -0.131522 0.131522 0.143382 -0.257043
16.273 -0.131535 0.131535 0.143353 -0.257041
16.274 -0.131549 0.131549 0.143325 -0.257039
16.275 -0.131563 0.131563 0.143296 -0.257037
16.276 -0.131577 0.131577 0.143268 -0.257035
16.277 -0.13159 0.13159 0.14324 -0.257033
16.278 -0.131604 0.131604 0.143211 -0.257031
16.279 -0.131618 0.131618 0.143183 -0.257029
16.28 -0.131632 0.131632 0.143154 -0.257027
16.281 -0.131645 0.131645 0.143126 -0.257025
16.282 -0.131659 0.131659 0.143097 -0.257024
16.283 -0.131673 0.131673 0.143069 -0.257022
16.284 -0.131687 0.131687 0.14304 -0.25702
16.285 -0.131701 0.131701 0.143012 -0.257018
16.286 -0.131714 0.131714 0.142983 -0.257016
16.287 -0.131728 0.131728 0.142955 -0.257014
16.288 -0.131742 0.131742 0.142926 -0.257012
16.289 -0.131756 0.131756 0.142898 -0.25701
16.29 -0.13177 0.13177 0.142869 -0.257008
16.291 -0.131784 0.131784 0.142841 -0.257006
16.292 -0.131797 0.131797 0.142812 -0.257004
16.293 -0.131811 0.131811 0.142784 -0.257002
16.294 -0.131825 0.131825 0.142755 -0.257001
16.295 -0.131839 0.131839 0.142726 -0.256999
16.296 -0.131853 0.131853 0.142698 -0.256997
16.297 -0.131867 0.131867 0.142669 -0.256995
16.298 -0.131881 0.131881 0.142641 -0.256993
16.299 -0.131895 0.131895 0.142612 -0.256991
16.3 -0.131909 0.131909 0.142584 -0.256989
16.301 -0.131923 0.131923 0.142555 -0.256987
16.302 -0.131936 0.131936 0.142527 -0.256985
16.303 -0.13195 0.13195 0.142498 -0.256983
16.304 -0.131964 0.131964 0.14247 -0.256981
16.305 -0.131978 0.131978 0.142441 -0.25698
16.306 -0.131992 0.131992 0.142413 -0.256978
16.307 -0.132006 0.132006 0.142384 -0.256976
16.308 -0.13202 0.13202 0.142356 -0.256974
16.309 -0.132034 0.132034 0.142327 -0.256972
16.31 -0.132048 0.132048 0.142298 -0.25697
16.311 -0.132062 0.132062 0.14227 -0.256968
16.312 -0.132076 0.132076 0.142241 -0.256966
16.313 -0.13209 0.13209 0.142213 -0.256964
16.314 -0.132104 0.132104 0.142184 -0.256962
16.315 -0.132118 0.132118 0.142156 -0.256961
16.316 -0.132132 0.132132 0.142127 -0.256959
16.317 -0.132146 0.132146 0.142099 -0.256957
16.318 -0.13216 0.13216 0.14207 -0.256955
16.319 -0.132174 0.132174 0.142041 -0.256953
16.32 -0.132188 0.132188 0.142013 -0.256951
16.321 -0.132202 0.132202 0.141984 -0.256949
16.322 -0.132216 0.132216 0.141956 -0.256947
16.323 -0.132231 0.132231 0.141927 -0.256945
16.324 -0.132245 0.132245 0.141899 -0.256944
16.325 -0.132259 0.132259 0.14187 -0.256942
16.326 -0.132273 0.132273 0.141841 -0.25694
16.327 -0.132287 0.132287 0.141813 -0.256938
16.328 -0.132301 0.132301 0.141784 -0.256936
16.329 -0.132315 0.132315 0.141756 -0.256934
16.33 -0.132329 0.132329 0.141727 -0.256932
16.331 -0.132343 0.132343 0.141698 -0.25693
16.332 -0.132358 0.132358 0.14167 -0.256928
16.333 -0.132372 0.132372 0.141641 -0.256927
16.334 -0.132386 0.132386 0.141613 -0.256925
16.335 -0.1324 0.1324 0.141584 -0.256923
16.336 -0.132414 0.132414 0.141555 -0.256921
16.337 -0.132428 0.132428 0.141527 -0.256919
16.338 -0.132442 0.132442 0.141498 -0.256917
16.339 -0.132457 0.132457 0.14147 -0.256915
16.34 -0.132471 0.132471 0.141441 -0.256913
16.341 -0.132485 0.132485 0.141412 -0.256911
16.342 -0.132499 0.132499 0.141384 -0.25691
16.343 -0.132513 0.132513 0.141355 -0.256908
16.344 -0.132528 0.132528 0.141326 -0.256906
16.345 -0.132542 0.132542 0.141298 -0.256904
16.346 -0.132556 0.132556 0.141269 -0.256902
