id time x -x y z
4 22.743 -0.152299105385 0.152299105385 0.0283836820565 0.69081485345
4 22.937 -0.15118887487 0.15118887487 0.0278124532973 0.690358063321
4 23.312 -0.149695941695 0.149695941695 0.0225509598414 0.69020992076
4 23.441 -0.149457668265 0.149457668265 0.0207054216808 0.690370413256
4 23.552 -0.149097727957 0.149097727957 0.0171210240073 0.691271642844
4 23.948 -0.147056575359 0.147056575359 0.00709329845591 0.693074099076
4 24.152 -0.146291214559 0.146291214559 0.00437877750179 0.693691386117
4 24.343 -0.145304090631 0.145304090631 -0.00058422105841 0.69481484316
4 24.597 -0.145435036516 0.145435036516 -0.00416443288832 0.695345710089
4 24.692 -0.144950627545 0.144950627545 -0.00599642602704 0.695530898041
4 25.069 -0.145911203858 0.145911203858 -0.0101924873932 0.695913612843
4 25.305 -0.143948910137 0.143948910137 -0.0292869860789 0.699111145956
4 25.489 -0.143300949515 0.143300949515 -0.0345727123642 0.699222255636
4 25.630 -0.143656822174 0.143656822174 -0.0386957107687 0.699753121829
4 25.894 -0.144295717647 0.144295717647 -0.0536367345923 0.702444482733
4 26.172 -0.142361537818 0.142361537818 -0.0747299286318 0.708790149954
4 26.341 -0.140912319039 0.140912319039 -0.0785269187648 0.709481511587
4 26.583 -0.140222384514 0.140222384514 -0.0770184529232 0.710382747797
4 26.731 -0.140472366762 0.140472366762 -0.0770577828365 0.712321025354
4 27.007 -0.14092273725 0.14092273725 -0.0761232501195 0.711555591336
4 27.161 -0.14130090269 0.14130090269 -0.0755285760503 0.711345712344
4 27.501 -0.14101478945 0.14101478945 -0.0729039083292 0.712679052794
4 27.697 -0.137527498934 0.137527498934 -0.0719192876124 0.710283987316
