id time x -x y z
4 4.896 0.0215584944721 -0.0215584944721 0.0134647748208 0.935708909095
4 5.006 0.0174377034789 -0.0174377034789 0.0155565604684 0.934212553501
4 5.364 0.0189288618431 -0.0189288618431 0.0135696331537 0.932594987411
4 5.465 0.0197558376314 -0.0197558376314 0.0138558617036 0.931448769111
4 5.797 0.0195518203329 -0.0195518203329 0.0142475954811 0.926076976917
4 5.981 0.0186370354944 -0.0186370354944 0.014972369818 0.921974727625
4 6.090 0.0177228707418 -0.0177228707418 0.0155985169158 0.91896107909
4 6.287 0.0162209053605 -0.0162209053605 0.0155623156778 0.916810166232
4 6.649 0.0142467984202 -0.0142467984202 0.0167604653638 0.913837537915
4 6.785 0.0140854981131 -0.0140854981131 0.0174986388014 0.912810164162
4 7.051 0.0137732627205 -0.0137732627205 0.0176970725835 0.911825037003
4 7.452 0.0119587864858 -0.0119587864858 0.0178137392431 0.909850035608
4 7.657 0.0116419768892 -0.0116419768892 0.0189503106143 0.906450042874
4 7.860 0.0114982370366 -0.0114982370366 0.0223610243231 0.903197571819
4 8.067 0.00990921864502 -0.00990921864502 0.031348491122 0.889666706692
4 8.327 0.00709840042827 -0.00709840042827 0.0400015134364 0.883853375912
4 8.485 0.0049736865582 -0.0049736865582 0.0515901973402 0.876592632429
4 8.724 0.00403471331139 -0.00403471331139 0.0676245098599 0.869807732411
4 8.833 0.00234226945696 -0.00234226945696 0.0725446959705 0.858395102583
4 9.157 -0.000955689914125 0.000955689914125 0.0896237542232 0.843987213495
4 9.294 -0.000533234418745 0.000533234418745 0.0931218119411 0.841038998845
4 9.409 -0.00405718021204 0.00405718021204 0.117656370649 0.833000033707
4 9.895 -0.00419587336737 0.00419587336737 0.1254254058 0.821974389064
4 10.043 -0.00612884220943 0.00612884220943 0.128573036488 0.819061767172
4 10.190 -0.00728475059207 0.00728475059207 0.13382070254 0.814321033749
4 10.349 -0.00907773862855 0.00907773862855 0.138287009113 0.8117250368
4 10.614 -0.0104658089903 0.0104658089903 0.141807523315 0.805814853421
4 10.726 -0.0166800716895 0.0166800716895 0.172429099679 0.789506206542
4 11.082 -0.0181251441019 0.0181251441019 0.175843774155 0.78530003652
4 11.247 -0.0225801895413 0.0225801895413 0.183294532476 0.780259296482
4 11.501 -0.036492018604 0.036492018604 0.218684670734 0.757802506288
4 11.607 -0.0405987446875 0.0405987446875 0.228733641682 0.752382756751
4 11.756 -0.0462126426721 0.0462126426721 0.242964590773 0.745888927836
4 12.125 -0.0484540656577 0.0484540656577 0.244967847327 0.731925956997
4 12.265 -0.0484851885265 0.0484851885265 0.24565209246 0.73028397928
4 12.498 -0.0486006968091 0.0486006968091 0.24534956375 0.728876571596
4 12.672 -0.053492302328 0.053492302328 0.242943697138 0.718913621373
4 13.052 -0.0551131371363 0.0551131371363 0.242323613829 0.715209909427
4 13.215 -0.0561368174759 0.0561368174759 0.242457582075 0.713234601933
4 13.451 -0.0580859416061 0.0580859416061 0.245270175514 0.709197560946
4 13.774 -0.0652998287093 0.0652998287093 0.251798089824 0.699753120358
4 13.976 -0.0698527028255 0.0698527028255 0.253788799967 0.694493858167
4 14.463 -0.0845644956189 0.0845644956189 0.244867171986 0.677857171638
4 14.661 -0.0858140565131 0.0858140565131 0.244060856709 0.676753658315
4 14.780 -0.0865090399077 0.0865090399077 0.242793088835 0.674848512267
4 15.213 -0.089066598448 0.089066598448 0.23999303556 0.671296904795
4 15.395 -0.0903489748711 0.0903489748711 0.236082148196 0.669671673383
4 15.857 -0.0890269779865 0.0890269779865 0.221972243469 0.669358058476
4 16.150 -0.0888266603888 0.0888266603888 0.221814277179 0.669543244221
4 16.281 -0.0885826511148 0.0885826511148 0.22155771009 0.669481512205
4 16.678 -0.0830816509731 0.0830816509731 0.217780519599 0.670543241648
4 16.837 -0.0822126568284 0.0822126568284 0.216844998576 0.670913610929
4 17.013 -0.0818394056901 0.0818394056901 0.215672218137 0.671345710019
4 17.176 -0.0808474011719 0.0808474011719 0.197763880462 0.674530895404
4 17.646 -0.0829691413192 0.0829691413192 0.16987724823 0.680728422271
4 17.967 -0.0849371365743 0.0849371365743 0.165703726036 0.681469162305
4 18.194 -0.0888721632001 0.0888721632001 0.156828734242 0.683024719174
4 18.379 -0.0932305762429 0.0932305762429 0.146592743419 0.684345708217
4 18.546 -0.102434116473 0.102434116473 0.129083123932 0.684950649002
4 18.946 -0.105047461335 0.105047461335 0.1177878504 0.685876568894
4 19.125 -0.105808484701 0.105808484701 0.113203757891 0.686827188657
4 19.277 -0.107047073359 0.107047073359 0.11055155264 0.686283978415
4 19.499 -0.108850483357 0.108850483357 0.10692620259 0.686407439503
4 19.643 -0.110120888845 0.110120888845 0.105115997203 0.686481511151
4 19.918 -0.116132635117 0.116132635117 0.0973350564823 0.68817286874
4 20.257 -0.12199811527 0.12199811527 0.0902896119673 0.687814844979
4 20.425 -0.124042807262 0.124042807262 0.0878198055757 0.686864228896
4 20.668 -0.125028285439 0.125028285439 0.0869934091597 0.687222247506
4 20.860 -0.142035970205 0.142035970205 0.0654903355561 0.68851901836
4 21.210 -0.146580573033 0.146580573033 0.0590076581747 0.688185209109
4 21.353 -0.147096869018 0.147096869018 0.0564640839067 0.687580276419
4 21.501 -0.146361537554 0.146361537554 0.0540294216279 0.687481509315
4 21.826 -0.148721608667 0.148721608667 0.045933312656 0.687777806211
4 22.075 -0.150406780618 0.150406780618 0.0435539592333 0.688222247877
4 22.214 -0.150858726766 0.150858726766 0.0389870217783 0.689456829318
4 22.442 -0.152398822668 0.152398822668 0.0289120182487 0.690679047579
